external_id,reference,color,tra_value,size,label,ean,image,price
A06JW01050,A06JW,GCO,ENNEIGE/MULTICO,5,SHORT DE BAIN,3666576015717,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JW01060,A06JW,GCO,ENNEIGE/MULTICO,6,SHORT DE BAIN,3666576015724,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JW01100,A06JW,GCO,ENNEIGE/MULTICO,10,SHORT DE BAIN,3666576015755,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JW01110,A06JW,GCO,ENNEIGE/MULTICO,11,SHORT DE BAIN,3666576015762,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JW01120,A06JW,GCO,ENNEIGE/MULTICO,12,SHORT DE BAIN,3666576015779,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JW01130,A06JW,GCO,ENNEIGE/MULTICO,13,SHORT DE BAIN,3666576015748,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JW01500,A06JW,GCO,ENNEIGE/MULTICO,50,SHORT DE BAIN,3666576015731,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JW01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JX01050,A06JX,0W9,MEDIEVAL/MULTICO,5,SHORT DE BAIN,3666576016066,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JX01060,A06JX,0W9,MEDIEVAL/MULTICO,6,SHORT DE BAIN,3666576016073,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JX01100,A06JX,0W9,MEDIEVAL/MULTICO,10,SHORT DE BAIN,3666576016103,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JX01110,A06JX,0W9,MEDIEVAL/MULTICO,11,SHORT DE BAIN,3666576016110,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JX01120,A06JX,0W9,MEDIEVAL/MULTICO,12,SHORT DE BAIN,3666576016127,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JX01130,A06JX,0W9,MEDIEVAL/MULTICO,13,SHORT DE BAIN,3666576016097,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,40.0
A06JX01500,A06JX,0W9,MEDIEVAL/MULTICO,50,SHORT DE BAIN,3666576016080,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JX01F1.jpg?sw=200&sh=200&sm=fit,35.0
A06JY00000,A06JY,ZGA,variante 1,0,2 BODIES NAISS ML,3666576131295,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JY00010,A06JY,ZGA,variante 1,1,2 BODIES NAISS ML,3666576131264,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JY00070,A06JY,ZGA,variante 1,7,2 BODIES NAISS ML,3666576131301,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JY00420,A06JY,ZGA,variante 1,42,2 BODIES NAISS ML,3666576131202,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JY00460,A06JY,ZGA,variante 1,46,2 BODIES NAISS ML,3666576131271,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
A06JY00480,A06JY,ZGA,variante 1,48,2 BODIES NAISS ML,3666576131288,https://www.petit-bateau.fr/dw/image/v2/BCKL_PRD/on/demandware.static/-/Sites-PB_master/default/PB/A06JY00F1.jpg?sw=200&sh=200&sm=fit,25.0
